StringID,KO_KR
Item_Desc_2247,Um cupom que permite refusões para fusões de Biosuit falhadas de grau Épico ou superior durante {0}.
Item_Desc_2248,Um cupom que permite refusões para fusões de Rover falhadas de grau Épico ou superior entre {0}.
Item_Desc_2249,Um cupom que permite selecionar e restaurar armas de grau Raro ou superior que foram destruídas devido a falhas em aprimoramentos durante {0}.
Item_Desc_2250,Um cupom que permite selecionar e restaurar peças de armadura de grau Raro ou superior que foram destruídas devido a falhas em aprimoramentos durante {0}.
Item_Desc_2251,Um cupom que permite selecionar e restaurar acessórios de grau Raro ou superior que foram destruídos devido a falhas em aprimoramentos durante {0}.
Item_Desc_2252,Um cupom que permite selecionar e restaurar artefatos de grau Raro ou superior que foram destruídos devido a falhas em aprimoramentos durante {0}.
Item_Desc_2253,Um cupom que permite selecionar e restaurar expansões de grau Raro ou superior que foram destruídas devido a falhas em aprimoramentos durante {0}.
Item_Desc_2254,Um cupom que permite refusões para fusões de Biosuit falhadas de grau Épico ou superior durante {0}.
Item_Desc_2255,Um cupom que permite refusões para fusões de Rover falhadas de grau Épico ou superior entre {0}.
Item_Desc_2256,Um cupom que permite selecionar e restaurar armas de grau Raro ou superior que foram destruídas devido a falhas em aprimoramentos durante {0}.
Item_Desc_2257,Um cupom que permite selecionar e restaurar peças de armadura de grau Raro ou superior que foram destruídas devido a falhas em aprimoramentos durante {0}.
Item_Desc_2258,Um cupom que permite selecionar e restaurar acessórios de grau Raro ou superior que foram destruídos devido a falhas em aprimoramentos durante {0}.
Item_Desc_2259,Um cupom que permite selecionar e restaurar artefatos de grau Raro ou superior que foram destruídos devido a falhas em aprimoramentos durante {0}.
Item_Desc_2260,Um cupom que permite selecionar e restaurar expansões de grau Raro ou superior que foram destruídas devido a falhas em aprimoramentos durante {0}.
Item_Desc_4229,Fornece uma Habilidade passiva universal que se aplica a todos os Biosuit. Limpa todos os códigos de erro de status e aprimora o sistema de segurança de código.
Item_Desc_5117,Aumenta os atributos por 30 minutos.+5 АТК da Arma+10 Chance Máxima de Acerto de Ataque+5 Penetração de DEF PvP+1% Aumento de Precisão
Item_Desc_5118,"Aumenta os atributos por 30 minutos.
+5 Chance de Crítico
+10 Resistência a Crítico
+20 Resistência a Dano Fixo PvP
+5% Aumento de Dano Crítico"
Item_Desc_5162,"Aumenta o Ganho de EXP em 10% por 10 minutos.

Acumula com todos os efeitos de Aumento de EXP."
Item_Desc_5163,"Aumenta o Ganho de EXP em 30% por 10 minutos.

Acumula com todos os efeitos de Aumento de EXP."
Item_Desc_5164,"Aumenta o Ganho de EXP em 50% por 10 minutos.

Acumula com todos os efeitos de Aumento de EXP."
Item_Desc_7086,Contrato de Missão Especial. Fornece uma missão especial Rara.
Item_Desc_7087,Contrato de Missão Especial. Fornece uma missão especial Épica.
Item_Desc_8513,Um item usado para explorar ruínas lendárias.
Item_Desc_9020,"Um item trocável no Evento de Colaboração GaoGaiGar.

Pode ser obtido em todos os campos e Masmorras Nv. 33 ou superior. Colete-os livremente enquanto completa Quests ou joga através de Masmorras.

Pode ser obtido a uma taxa maior na Masmorra de Zona exclusiva da colaboração ""Ruínas Corroídas."""
Item_Desc_9590,Oferece uma chance de invocar um rover 1 vez. Concede 1 Ponto de Invocação de Evento Pick-Up.
Item_Desc_9591,Oferece uma chance de invocar rovers 11 vezes. Concede 11 Pontos de Invocação de Evento Pick-Up.
Item_Desc_9592,Desbloqueia recompensas premium do Passe de Mercenário Honrado.
Item_Desc_12017,"Oferece uma chance de invocar um Rover 1 vez.
Concede 1 Ponto de Invocação de Escolha de Rover da Loja de Dinheiro."
Item_Desc_13017,"Oferece uma chance de invocar Rovers 11 vezes.
Concede 11 Pontos de Invocação de Escolha de Rover da Loja de Dinheiro."
Item_Desc_14537,Oferece uma chance de invocar um rover Aldebaran Épico.
Item_Desc_14538,Oferece a chance de invocar um rover Denebola Épico.
Item_Desc_14539,Oferece uma chance de invocar um rover Alpheratz Lendário.
Item_Desc_14540,Oferece uma chance de invocar um rover Saiph Lendário.
Item_Desc_14541,Oferece a chance de invocar um rover Denebola Épico.
item_desc_18005,"Pontos ganhos ao fazer uma compra de Evento de Escolha de Rover ou usar certos bilhetes de invocação.
Pode ser resgatado por recompensas na categoria de Evento de Escolha de Rover da Loja de Dinheiro.
*Veja as probabilidades de um Bilhete de Invocação ganho usando Pontos de Invocação clicando e segurando-o.
*Os pontos do Evento de Escolha de Rover serão removidos quando a venda terminar."
Item_Desc_21112,Um item usado no evento Gire a Roleta!
Item_Desc_22600,"Um cristal de energia de alta densidade descoberto durante o processo de refinamento da Pedra Sagrada. Tem a propriedade de liberar atributos fixos em um Talic e reconfigurá-los, e pode ser usado ao converter Talics."
Item_Desc_149083,[Evento] Um item usado na coleção de Mercenário Honrado [1º Aniversário].
Item_Desc_149084,"[Evento] Um item usado na coleção de Mercenário Honrado [0,5º Aniversário]."
Item_Desc_149091,[Evento] Um item usado na coleção Nascimento de uma Lenda.
Item_Desc_149092,[Evento] Um item usado na coleção de Colecionador de Traje Rover I.
Item_Desc_149093,[Evento] Um item usado na coleção de Colecionador de Traje Rover II.
Item_Desc_149094,[Evento] Um item usado na coleção de Colecionador de Traje Biosuit.
Item_Desc_149095,[Evento] Um item usado na coleção Chegada do Rei dos Bravos GaoGaiGar.
Item_Desc_149096,[Evento] Um item usado na coleção Ressonância Além dos Limites.
Item_Desc_154847,"Uma amostra de solo coletada das profundezas da superfície.
Comparada a amostras retiradas acima do solo, o tamanho das partículas e a cor diferem. Coletada de uma área de difícil acesso nos primeiros dias da pesquisa de exoplanetas, ela mostra fracos vestígios de atividade energética."
Item_Desc_154848,"Um cristal de metal encontrado exclusivamente na superfície de Albern.
Um minério formado pela agregação de cristais de metal previamente descobertos dentro de uma única zona, exibindo uma estrutura diferente dos cristais individuais. Sua estrutura ligada é estável e sua dureza é alta, tornando-o objeto de pesquisa contínua para uso potencial como recurso de criação."
Item_Desc_154849,"O componente de energia central de um gerador atmosférico instalado dentro de uma cratera.
Responsável pela maior carga no processo de geração de gás e fornecimento de energia para manter a atmosfera. Mesmo quando desanexado do dispositivo, ele continua a emitir um nível constante de energia."
Item_Desc_154850,"Uma estrutura reforçada com um sistema de resposta à hipergravidade aprimorado, adaptado para o ambiente de Albern.
Projetado para suportar pesados Impactos, com uma estrutura de distribuição de carga aprimorada em relação às estruturas anteriores, permitindo operação estável por períodos prolongados."
Item_Desc_158064,[Temporada 13] Token do Passe RF
Item_Desc_158065,[Temporada 13] Item de Coleção de Token do Passe RF
Item_Desc_158066,[Temporada 7] Token do Passe RF
Item_Desc_158067,[Temporada 7] Item de Coleção de Token do Passe RF
Item_Desc_159085,Partícula obtida ao recuperar peças de aparência do Rover. Ela adquire uma tonalidade avermelhada devido ao calor gerado durante o processo de recuperação.
Item_Desc_159086,Partícula obtida ao recuperar peças de aparência do Rover. Foi condensada sob intensa pressão durante o processo de recuperação.
Item_Desc_159087,Um material obtido ao desmontar itens coletados na Zona de Guerra Albern.
Item_Desc_162000,Um Talic que pode ser equipado em uma arma.
Item_Desc_162001,Um Talic que pode ser equipado em uma arma.
Item_Desc_162002,Um Talic que pode ser equipado em uma arma.
Item_Desc_162003,Um Talic que pode ser equipado em uma arma.
Item_Desc_162004,Um Talic que pode ser equipado em uma arma.
Item_Desc_162005,Um Talic que pode ser equipado em uma arma.
Item_Desc_162006,Um Talic que pode ser equipado em uma arma.
Item_Desc_162007,Um Talic que pode ser equipado em uma arma.
Item_Desc_162008,Um Talic que pode ser equipado em uma arma.
Item_Desc_162009,Um Talic que pode ser equipado em uma arma.
Item_Desc_162010,Um Talic que pode ser equipado em uma arma.
Item_Desc_162011,Um Talic que pode ser equipado em uma arma.
Item_Desc_162012,Um Talic que pode ser equipado em uma arma.
Item_Desc_162013,Um Talic que pode ser equipado em uma arma.
Item_Desc_162014,Um Talic que pode ser equipado em uma arma.
Item_Desc_162015,Um Talic que pode ser equipado em uma arma.
Item_Desc_162016,Um Talic que pode ser equipado em uma arma.
Item_Desc_162017,Um Talic que pode ser equipado em uma arma.
Item_Desc_162018,Um Talic que pode ser equipado em uma arma.
Item_Desc_162019,Um Talic que pode ser equipado em uma arma.
Item_Desc_162020,Um Talic que pode ser equipado em uma arma.
Item_Desc_162021,Um Talic que pode ser equipado em uma arma.
Item_Desc_162022,Um Talic que pode ser equipado em uma arma.
Item_Desc_162023,Um Talic que pode ser equipado em uma arma.
Item_Desc_162024,Um Talic que pode ser equipado em uma arma.
Item_Desc_162025,Um Talic que pode ser equipado em uma arma.
Item_Desc_162026,Um Talic que pode ser equipado em uma arma.
Item_Desc_162027,Um Talic que pode ser equipado em uma arma.
Item_Desc_162028,Um Talic que pode ser equipado em uma arma.
Item_Desc_162029,Um Talic que pode ser equipado em uma arma.
Item_Desc_162030,Um Talic que pode ser equipado em uma arma.
Item_Desc_162031,Um Talic que pode ser equipado em uma arma.
Item_Desc_162032,Um Talic que pode ser equipado em uma arma.
Item_Desc_162033,Um Talic que pode ser equipado em uma arma.
Item_Desc_162034,Um Talic que pode ser equipado em uma arma.
Item_Desc_162035,Um Talic que pode ser equipado em uma arma.
Item_Desc_162036,Um Talic que pode ser equipado em uma arma.
Item_Desc_162037,Um Talic que pode ser equipado em uma arma.
Item_Desc_162038,Um Talic que pode ser equipado em uma arma.
Item_Desc_162039,Um Talic que pode ser equipado em uma arma.
Item_Desc_162040,Um Talic que pode ser equipado em uma arma.
Item_Desc_162041,Um Talic que pode ser equipado em uma arma.
Item_Desc_162042,Um Talic que pode ser equipado em uma arma.
Item_Desc_162043,Um Talic que pode ser equipado em uma arma.
Item_Desc_162044,Um Talic que pode ser equipado em uma arma.
Item_Desc_162045,Um Talic que pode ser equipado em uma arma.
Item_Desc_162046,Um Talic que pode ser equipado em uma arma.
Item_Desc_162047,Um Talic que pode ser equipado em uma arma.
Item_Desc_162048,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162049,Um Talic que pode ser montado em uma arma.
Item_Desc_162050,Um Talic que pode ser montado em uma arma.
Item_Desc_162051,Um Talic que pode ser montado em uma arma.
Item_Desc_162052,Um Talic que pode ser montado em uma arma.
Item_Desc_162053,Um Talic que pode ser montado em uma arma.
Item_Desc_162054,Um Talic que pode ser montado em uma arma.
Item_Desc_162055,Um Talic que pode ser montado em uma arma.
Item_Desc_162056,Um Talic que pode ser montado em uma arma.
Item_Desc_162057,Um Talic que pode ser montado em uma arma.
Item_Desc_162058,Um Talic que pode ser montado em uma arma.
Item_Desc_162059,Um Talic que pode ser montado em uma arma.
Item_Desc_162060,Um Talic que pode ser montado em uma arma.
Item_Desc_162061,Um Talic que pode ser montado em uma arma.
Item_Desc_162062,Um Talic que pode ser montado em uma arma.
Item_Desc_162063,Um Talic que pode ser montado em uma arma.
Item_Desc_162064,Um Talic que pode ser montado em uma arma.
Item_Desc_162065,Um Talic que pode ser montado em uma arma.
Item_Desc_162066,Um Talic que pode ser montado em uma arma.
Item_Desc_162067,Um Talic que pode ser montado em uma arma.
Item_Desc_162068,Um Talic que pode ser montado em uma arma.
Item_Desc_162069,Um Talic que pode ser montado em uma arma.
Item_Desc_162070,Um Talic que pode ser montado em uma arma.
Item_Desc_162071,Um Talic que pode ser montado em uma arma.
Item_Desc_162072,Um Talic que pode ser montado em uma arma.
Item_Desc_162073,Um Talic que pode ser montado em uma arma.
Item_Desc_162074,Um Talic que pode ser montado em uma arma.
Item_Desc_162075,Um Talic que pode ser montado em uma arma.
Item_Desc_162076,Um Talic que pode ser montado em uma arma.
Item_Desc_162077,Um Talic que pode ser montado em uma arma.
Item_Desc_162078,Um Talic que pode ser montado em uma arma.
Item_Desc_162079,Um Talic que pode ser montado em uma arma.
Item_Desc_162080,Um Talic que pode ser montado em uma arma.
Item_Desc_162081,Um Talic que pode ser montado em uma arma.
Item_Desc_162082,Um Talic que pode ser montado em uma arma.
Item_Desc_162083,Um Talic que pode ser montado em uma arma.
Item_Desc_162084,Um Talic que pode ser montado em uma arma.
Item_Desc_162085,Um Talic que pode ser montado em uma arma.
Item_Desc_162086,Um Talic que pode ser montado em uma arma.
Item_Desc_162087,Um Talic que pode ser montado em uma arma.
Item_Desc_162088,Um Talic que pode ser montado em uma arma.
Item_Desc_162089,Um Talic que pode ser montado em uma arma.
Item_Desc_162090,Um Talic que pode ser montado em uma arma.
Item_Desc_162091,Um Talic que pode ser montado em uma arma.
Item_Desc_162092,Um Talic que pode ser montado em uma arma.
Item_Desc_162093,Um Talic que pode ser montado em uma arma.
Item_Desc_162094,Um Talic que pode ser montado em uma arma.
Item_Desc_162095,Um Talic que pode ser montado em uma arma.
Item_Desc_162096,Um Talic que pode ser montado em uma guarda de peito.
Item_Desc_162097,Um Talic que pode ser montado em uma arma.
Item_Desc_162098,Um Talic que pode ser montado em uma arma.
Item_Desc_162099,Um Talic que pode ser montado em uma arma.
Item_Desc_162100,Um Talic que pode ser montado em uma arma.
Item_Desc_162101,Um Talic que pode ser montado em uma arma.
Item_Desc_162102,Um Talic que pode ser montado em uma arma.
Item_Desc_162103,Um Talic que pode ser montado em uma arma.
Item_Desc_162104,Um Talic que pode ser montado em uma arma.
Item_Desc_162105,Um Talic que pode ser montado em uma arma.
Item_Desc_162106,Um Talic que pode ser montado em uma arma.
Item_Desc_162107,Um Talic que pode ser montado em uma arma.
Item_Desc_162108,Um Talic que pode ser montado em uma arma.
Item_Desc_162109,Um Talic que pode ser montado em uma arma.
Item_Desc_162110,Um Talic que pode ser montado em uma arma.
Item_Desc_162111,Um Talic que pode ser montado em uma arma.
Item_Desc_162112,Um Talic que pode ser montado em uma arma.
Item_Desc_162113,Um Talic que pode ser montado em uma arma.
Item_Desc_162114,Um Talic que pode ser montado em uma arma.
Item_Desc_162115,Um Talic que pode ser montado em uma arma.
Item_Desc_162116,Um Talic que pode ser montado em uma arma.
Item_Desc_162117,Um Talic que pode ser montado em uma arma.
Item_Desc_162118,Um Talic que pode ser montado em uma arma.
Item_Desc_162119,Um Talic que pode ser montado em uma arma.
Item_Desc_162120,Um Talic que pode ser montado em uma arma.
Item_Desc_162121,Um Talic que pode ser montado em uma arma.
Item_Desc_162122,Um Talic que pode ser montado em uma arma.
Item_Desc_162123,Um Talic que pode ser montado em uma arma.
Item_Desc_162124,Um Talic que pode ser montado em uma arma.
Item_Desc_162125,Um Talic que pode ser montado em uma arma.
Item_Desc_162126,Um Talic que pode ser montado em uma arma.
Item_Desc_162127,Um Talic que pode ser montado em uma arma.
Item_Desc_162128,Um Talic que pode ser montado em uma arma.
Item_Desc_162129,Um Talic que pode ser montado em uma arma.
Item_Desc_162130,Um Talic que pode ser montado em uma arma.
Item_Desc_162131,Um Talic que pode ser montado em uma arma.
Item_Desc_162132,Um Talic que pode ser montado em uma arma.
Item_Desc_162133,Um Talic que pode ser montado em uma arma.
Item_Desc_162134,Um Talic que pode ser montado em uma arma.
Item_Desc_162135,Um Talic que pode ser montado em uma arma.
Item_Desc_162136,Um Talic que pode ser montado em uma arma.
Item_Desc_162137,Um Talic que pode ser montado em uma arma.
Item_Desc_162138,Um Talic que pode ser montado em uma arma.
Item_Desc_162139,Um Talic que pode ser montado em uma arma.
Item_Desc_162140,Um Talic que pode ser montado em uma arma.
Item_Desc_162141,Um Talic que pode ser montado em uma arma.
Item_Desc_162142,Um Talic que pode ser montado em uma arma.
Item_Desc_162143,Um Talic que pode ser montado em uma arma.
Item_Desc_162144,Um Talic que pode ser montado em uma guarda inferior.
Item_Desc_162145,Um Talic que pode ser montado em uma arma.
Item_Desc_162146,Um Talic que pode ser montado em uma arma.
Item_Desc_162147,Um Talic que pode ser montado em uma arma.
Item_Desc_162148,Um Talic que pode ser montado em uma arma.
Item_Desc_162149,Um Talic que pode ser montado em uma arma.
Item_Desc_162150,Um Talic que pode ser montado em uma arma.
Item_Desc_162151,Um Talic que pode ser montado em uma arma.
Item_Desc_162152,Um Talic que pode ser montado em uma arma.
Item_Desc_162153,Um Talic que pode ser montado em uma arma.
Item_Desc_162154,Um Talic que pode ser montado em uma arma.
Item_Desc_162155,Um Talic que pode ser montado em uma arma.
Item_Desc_162156,Um Talic que pode ser montado em uma arma.
Item_Desc_162157,Um Talic que pode ser montado em uma arma.
Item_Desc_162158,Um Talic que pode ser montado em uma arma.
Item_Desc_162159,Um Talic que pode ser montado em uma arma.
Item_Desc_162160,Um Talic que pode ser montado em uma arma.
Item_Desc_162161,Um Talic que pode ser montado em uma arma.
Item_Desc_162162,Um Talic que pode ser montado em uma arma.
Item_Desc_162163,Um Talic que pode ser montado em uma arma.
Item_Desc_162164,Um Talic que pode ser montado em uma arma.
Item_Desc_162165,Um Talic que pode ser montado em uma arma.
Item_Desc_162166,Um Talic que pode ser montado em uma arma.
Item_Desc_162167,Um Talic que pode ser montado em uma arma.
Item_Desc_162168,Um Talic que pode ser montado em uma arma.
Item_Desc_162169,Um Talic que pode ser montado em uma arma.
Item_Desc_162170,Um Talic que pode ser montado em uma arma.
Item_Desc_162171,Um Talic que pode ser montado em uma arma.
Item_Desc_162172,Um Talic que pode ser montado em uma arma.
Item_Desc_162173,Um Talic que pode ser montado em uma arma.
Item_Desc_162174,Um Talic que pode ser montado em uma arma.
Item_Desc_162175,Um Talic que pode ser montado em uma arma.
Item_Desc_162176,Um Talic que pode ser montado em uma arma.
Item_Desc_162177,Um Talic que pode ser montado em uma arma.
Item_Desc_162178,Um Talic que pode ser montado em uma arma.
Item_Desc_162179,Um Talic que pode ser montado em uma arma.
Item_Desc_162180,Um Talic que pode ser montado em uma arma.
Item_Desc_162181,Um Talic que pode ser montado em uma arma.
Item_Desc_162182,Um Talic que pode ser montado em uma arma.
Item_Desc_162183,Um Talic que pode ser montado em uma arma.
Item_Desc_162184,Um Talic que pode ser montado em uma arma.
Item_Desc_162185,Um Talic que pode ser montado em uma arma.
Item_Desc_162186,Um Talic que pode ser montado em uma arma.
Item_Desc_162187,Um Talic que pode ser montado em uma arma.
Item_Desc_162188,Um Talic que pode ser montado em uma arma.
Item_Desc_162189,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162190,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162191,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162192,Um Talic que pode ser montado em proteções de braço.
Item_Desc_162193,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162194,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162195,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162196,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162197,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162198,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162199,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162200,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162201,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162202,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162203,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162204,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162205,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162206,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162207,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162208,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162209,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162210,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162211,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162212,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162213,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162214,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162215,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162216,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162217,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162218,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162219,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162220,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162221,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162222,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162223,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162224,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162225,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162226,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162227,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162228,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162229,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162230,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162231,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162232,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162233,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162234,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162235,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162236,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162237,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162238,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162239,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162240,Um Talic que pode ser montado em guardas de perna.
Item_Desc_162241,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162242,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162243,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162244,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162245,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162246,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162247,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162248,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162249,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162250,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162251,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162252,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162253,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162254,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162255,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162256,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162257,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162258,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162259,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162260,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162261,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162262,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162263,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162264,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162265,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162266,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162267,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162268,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162269,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162270,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162271,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162272,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162273,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162274,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162275,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162276,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162277,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162278,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162279,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162280,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162281,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162282,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162283,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162284,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162285,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162286,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162287,Um Talic que pode ser montado em uma guarda de pescoço.
Item_Desc_162288,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162289,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162290,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162291,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162292,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162293,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162294,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162295,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162296,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162297,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162298,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162299,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162300,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162301,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162302,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162303,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162304,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162305,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162306,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162307,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162308,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162309,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162310,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162311,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162312,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162313,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162314,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162315,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162316,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162317,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162318,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162319,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162320,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162321,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162322,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162323,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162324,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162325,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162326,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162327,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162328,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162329,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162330,Um Talic que pode ser equipado em um protetor cervical.
Item_Desc_162331,Um Talic que pode ser equipado em um protetor cervical.
